X,Y,id
419110.4874,1127682.534,1305
300249.3418,1297839.127,1306
395972.972,1357783.425,1307
394224.5586,1357827.284,1308
428097.3996,1373821.811,1309
404420.9263,1122013.399,131
425161.9512,1369195.537,1310
422475.8632,1367236.72,1311
417295.1881,1367723.661,1312
412247.7125,1363177.303,1313
390260.6399,1112621.434,1314
392522.332,1114190.625,1315
393923.0386,1111082.875,1316
383974.177,1120573.394,1317
387135.0692,1115874.213,1318
394842.6724,1115948.607,1319
370636.0033,1117593.671,132
395648.6168,1116892.263,1320
433049.0157,1311628.483,1321
365868.053,1345405.643,1322
385050.6243,1119224.807,1323
358891.412,1339632.923,1324
359559.6025,1345102.637,1325
388760.2788,1116375.701,1326
354943.8711,1335208.75,1327
352221.2294,1343246.8,1328
356186.1552,1341499.86,1329
393183.9503,1116852.931,133
357489.2256,1344239.772,1330
360173.6513,1341785.29,1331
350598.7481,1336171.901,1332
351729.0776,1331729.682,1333
349831.7634,1301596.824,1334
423733.5998,1217566.402,1335
365994.9843,1361975.909,1336
368664.1882,1350792.71,1337
363958.1428,1363906.199,1338
369637.3859,1346797.329,1339
409552.6569,1150895.496,134
370139.7692,1347972.892,1340
365654.2072,1357850.852,1341
366115.4577,1366756.209,1342
369240.4634,1352970.996,1343
361743.3782,1355295.009,1344
370490.509,1352425.766,1345
365160.9956,1356091.598,1346
367615.2401,1346904.484,1347
366786.9615,1358537.5,1348
365878.323,1339490.944,1349
391213.5865,1153324.544,135
358474.5006,1311742.266,1350
365676.6,1340652.688,1351
370463.8493,1329574.483,1352
344430.2622,1313791.588,1353
363675.5092,1325565.188,1354
371720.3176,1330341.195,1355
371595.4958,1335405.997,1356
369043.6197,1337279.083,1357
373273.1842,1332646.573,1358
376230.2891,1237679.39,1359
413638.9288,1154075.464,136
383500.1906,1240640.771,1360
370614.9499,1242758.353,1361
383598.9803,1237167.293,1362
380857.903,1241493.818,1363
363383.6929,1286037.145,1364
386785.2543,1235522.635,1365
381151.621,1112600.532,1366
351778.3031,1304372.818,1367
368857.2604,1248908.321,1368
373215.7586,1295451.864,1369
412311.4485,1154715.086,137
385929.6764,1192805.803,1370
369960.4975,1247716.993,1371
358121.0318,1301245.966,1372
403672.5463,1221144.688,1373
400832.5093,1221062.714,1374
422129.741,1220892.373,1375
417730.9169,1216764.289,1376
396478.1893,1226110.816,1377
418718.6231,1216991.429,1378
388730.0463,1234546.182,1379
377892.8901,1156336.673,138
393375.5733,1230613.667,1380
411931.006,1215516.196,1381
403041.1086,1218669.692,1382
417415.8747,1213593.94,1383
413966.9836,1214426.874,1384
410818.6184,1215989.289,1385
396197.7155,1228503.96,1386
396879.577,1222522.032,1387
409531.6426,1218420.499,1388
390309.6579,1231945.708,1389
378140.1185,1156917.886,139
428613.8936,1218090.726,1390
373455.4078,1115639.694,1391
428382.734,1220093.364,1392
424339.9009,1215639.441,1393
428789.8241,1217307.35,1394
426676.6394,1215611.94,1395
424463.2282,1219372.223,1396
425774.2922,1217717.628,1397
423210.1578,1220905.065,1398
356267.2418,1132347.543,1399
297276.4487,1295682.947,14
390256.7588,1156247.366,140
366419.37,1103019.62,1400
367250.3718,1105440.472,1401
366546.0783,1104449.289,1402
360926.7101,1110371.838,1403
363596.1307,1108238.742,1404
374370.8341,1121228.526,1405
379656.9968,1107472.784,1406
407553.5639,1242363.955,1407
412031.9649,1250114.681,1408
414487.4171,1248791.797,1409
383448.9248,1162702.308,141
405364.2731,1236727.569,1410
392173.363,1206195.965,1411
403383.2742,1237099.607,1412
401376.7028,1237387.263,1413
402057.7642,1239158.381,1414
383769.3637,1188964.119,1415
411199.1347,1243450.903,1416
388435.9615,1188154.353,1417
386981.3041,1189478.104,1418
381900.3141,1189365.357,1419
392842.4648,1171445.058,142
387479.2323,1188565.688,1420
415260.4416,1258723.155,1421
388155.0994,1302427.763,1422
396767.8804,1268252.392,1423
423859.6521,1241264.498,1424
377192.6164,1273627.501,1425
405871.5784,1274321.356,1426
401786.2356,1261912.53,1427
429479.8394,1249130.215,1428
438457.586,1250688.974,1429
380821.7096,1177246.261,143
378546.1996,1277067.891,1430
381557.6747,1295197.051,1431
382561.922,1305279.678,1432
441023.9234,1266568.988,1433
383611.0516,1308387.592,1434
447553.8221,1250779.877,1435
397168.0438,1255857.589,1436
423672.6663,1265940.556,1437
438865.742,1214497.411,1438
438122.3116,1214310.084,1439
386956.3831,1176268.857,144
438329.1832,1212412.521,1440
452522.3196,1251801.627,1441
437130.9771,1211305.813,1442
453187.6653,1253030.772,1443
422278.5563,1264305.431,1444
442093.9376,1251480.367,1445
442356.1999,1247576.476,1446
442443.3862,1258606.199,1447
279980.1843,1288485.761,1448
441623.8424,1256956.868,1449
402714.4782,1177934.179,145
435412.4645,1257494.333,1450
422929.9689,1263293.914,1451
434877.589,1266007.299,1452
430136.6238,1240936.471,1453
443594.4435,1262990.946,1454
436323.7878,1239699.711,1455
429090.6855,1249046.703,1456
427302.1551,1245835.152,1457
428478.9342,1231690.911,1458
386096.1115,1267417.947,1459
378588.242,1180654.385,146
344059.3313,1317822.45,1460
391094.4461,1269972.036,1461
384319.5988,1267545.452,1462
389455.2809,1270484.024,1463
395522.4942,1269852.787,1464
402118.1519,1267732.893,1465
403067.6794,1271338.013,1466
403708.261,1275206.737,1467
416983.1326,1122610.222,1468
443759.7395,1237123.679,1469
407144.9068,1181318.802,147
442044.4734,1234076.03,1470
440995.1208,1238387.424,1471
441274.9852,1240651.706,1472
440036.238,1242386.561,1473
446905.2675,1241770.03,1474
448494.7554,1240270.838,1475
449530.5988,1241631.251,1476
441925.3812,1228361.573,1477
435645.1182,1229849.974,1478
425431.3284,1240446.793,1479
401020.9212,1182515.88,148
431611.2192,1246386.346,1480
426836.8803,1249567.287,1481
427019.8824,1252439.38,1482
428836.0797,1254236.696,1483
425833.4156,1257502.844,1484
424406.3285,1260370.966,1485
426811.4316,1260953.284,1486
431644.1761,1261973.885,1487
432050.6123,1263305.894,1488
426876.6356,1263670.045,1489
441998.8342,1183922.102,149
446985.1581,1249018.891,1490
404454.4509,1253154.446,1491
403487.1781,1240370.564,1492
386116.296,1193885.882,1493
389084.706,1196538.2,1494
381236.7653,1107958.761,1495
370914.455,1164235.819,1496
348834.6512,1305242.126,1497
362103.9816,1140883.973,1498
348252.3443,1340804.727,1499
296820.4966,1185092.674,15
410671.5531,1183516.406,150
337386.8871,1315582.954,1500
389783.2148,1354428.074,1501
355982.6223,1360962.189,1502
409655.2185,1151215.029,1503
417836.0649,1134196.138,1504
333209.307,1131100.504,1505
426517.9985,1141083.897,1506
360972.9287,1269481.95,1507
351161.6805,1265113.925,1508
422062.8023,1159985.118,1509
416045.0191,1185792.079,151
400948.0397,1161123.07,1510
428256.1084,1365074.79,1511
424686.6243,1351154.159,1512
448303.6461,1316424.015,1513
395893.6934,1343133.012,1514
459246.7767,1279967.433,1515
454024.9061,1290393.712,1516
450242.0389,1289731.693,1517
453825.0943,1295424.611,1518
448169.7632,1296624.069,1519
398828.5143,1184994.651,152
424139.3133,1198996.893,1520
344321.8843,1180922.792,1521
399432.7771,1235602.136,1522
435995.6776,1162209.817,1523
389893.8416,1310382.595,1524
407982.0444,1160571.958,1525
399356.6307,1282834.286,1526
365888.3798,1110430.487,1527
410166.164,1279525.998,1528
391644.8376,1280047.49,1529
398309.4973,1189256.326,153
395113.1306,1289303.055,1530
393910.7621,1339708.17,1531
373056.0958,1312333.829,1532
407199.7932,1202199.331,1533
414749.2305,1202460.913,1534
385407.29,1202711.83,1535
403624.9338,1202828.334,1536
395135.0037,1203381.491,1537
428006.257,1203303.182,1538
425315.697,1203482.949,1539
390943.5882,1186269.568,154
403271.8138,1203652.195,1540
390835.2281,1203865.936,1541
295694.2974,1204393.215,1542
397628.6699,1203985.395,1543
361357.0432,1204680.433,1544
411971.2198,1204643.981,1545
372386.0087,1204968.749,1546
427046.4606,1204858.769,1547
420502.4715,1204932.622,1548
404087.0659,1205036.205,1549
407437.8366,1188235.887,155
369755.8764,1205203.9,1550
376089.1974,1205296.647,1551
381124.6831,1205435.158,1552
400184.3636,1205456.026,1553
387724.1193,1205570.03,1554
429634.593,1205652.23,1555
363954.5834,1206132.002,1556
419500.6546,1206060.763,1557
394057.2342,1206727.7,1558
367188.3833,1206946.542,1559
395826.727,1187956.282,156
403291.3605,1206871.541,1560
377059.2274,1207301.639,1561
368229.5204,1207274.046,1562
360621.6165,1207840.367,1563
410440.846,1207767.341,1564
426959.264,1207759.827,1565
396135.0329,1207789.342,1566
422657.0349,1208257.052,1567
388582.182,1208363.709,1568
372799.7382,1208417.835,1569
422633.2025,1192864.4,157
413263.9137,1209268.953,1570
396862.3444,1209164.96,1571
392425.2452,1209407.188,1572
360514.8912,1209706.978,1573
364073.0171,1209729.49,1574
411092.8904,1209751.399,1575
365518.1301,1209897.953,1576
404906.8781,1209919.876,1577
418828.4062,1210130.014,1578
427196.3936,1210229.843,1579
389992.8998,1194381.413,158
367403.4688,1210581.655,1580
398676.1007,1210497.322,1581
421991.5579,1210448.666,1582
396673.4199,1210739.573,1583
374174.5233,1211247.418,1584
362192.4462,1211743.932,1585
360809.1252,1211926.194,1586
402876.7182,1211950.347,1587
427046.9579,1212068.602,1588
395506.2789,1212391.529,1589
388657.7828,1194206.368,159
421892.5481,1212310.721,1590
365193.5469,1212603.362,1591
385033.2611,1212687.28,1592
368784.372,1213127.079,1593
382277.5316,1213196.844,1594
424547.6252,1213124.488,1595
414275.5487,1213431.011,1596
411471.2734,1213816.237,1597
363552.8174,1214201.067,1598
380494.7716,1214005.51,1599
262952.2081,1257181.665,16
412604.5942,1195093.093,160
403086.5681,1214047.726,1600
360250.2357,1214744.652,1601
399520.7938,1214750.716,1602
409606.4338,1214742.878,1603
375167.2826,1215007.181,1604
414580.2599,1215235.8,1605
369502.1532,1215630.578,1606
364852.4855,1215641.732,1607
425159.438,1215495.163,1608
377216.7176,1215866.416,1609
405172.1686,1199276.528,161
430142.3728,1215838.714,1610
400978.3129,1215941.562,1611
368190.4739,1216362.114,1612
409571.7941,1204398.112,1613
427551.4514,1205077.039,1614
428777.1858,1208743.022,1615
407451.6305,1212050.649,1616
431987.9046,1212721.653,1617
403361.2335,1213498.838,1618
426699.5477,1213919.566,1619
388913.0872,1199563.843,162
391429.2794,1215444.017,1620
425918.4387,1184434.104,1621
418175.9099,1185328.824,1622
415572.6186,1186710.74,1623
409612.5615,1186895.531,1624
405201.5581,1187376.343,1625
414725.6586,1187805.625,1626
402763.9499,1187799.441,1627
412526.0429,1189208.43,1628
439676.776,1189192.668,1629
383529.6084,1198619.683,163
409295.7105,1189980.207,1630
397908.0286,1188193.166,1631
404518.0067,1188564.926,1632
418695.3213,1188903.571,1633
401980.0209,1190062.502,1634
385350.5195,1282365.061,1635
425235.8102,1281977.305,1636
368650.5279,1282546.6,1637
343218.5913,1282926.645,1638
436215.609,1283426.373,1639
380716.1054,1199939.538,164
392708.6445,1283565.463,1640
420584.3304,1283703.963,1641
346224.9662,1284041.837,1642
450662.2484,1284981.805,1643
386520.8032,1285132.377,1644
407446.0375,1285623.496,1645
438734.7242,1285572.621,1646
377003.4762,1285884.328,1647
389803.0532,1291226.262,1648
372763.1981,1286103.363,1649
442065.1538,1201831.721,165
384221.8915,1286134.659,1650
429184.7261,1286045.52,1651
348430.2084,1286450.102,1652
381654.0278,1286555.403,1653
370748.6395,1286975.952,1654
346517.4331,1287042.018,1655
402078.0105,1287106.585,1656
387211.5975,1287322.414,1657
428180.5233,1287294.05,1658
398969.8727,1287660.301,1659
402255.8231,1199994.612,166
348362.6437,1288706.865,1660
385036.7633,1288508.89,1661
385865.4486,1288712.133,1662
382158.0453,1288968.388,1663
376214.4371,1289251.096,1664
399988.2555,1289192.561,1665
407055.8276,1289239.869,1666
370948.6827,1289657.004,1667
426876.584,1289654.028,1668
358848.8614,1290072.876,1669
382135.6385,1200249.628,167
383441.1785,1290126.173,1670
366771.1581,1290539.176,1671
381768.0753,1290645.559,1672
391423.4732,1290635.121,1673
372876.5293,1290758.546,1674
401186.2227,1290674.311,1675
307556.294,1295609.533,1676
441271.3317,1298700.666,1677
438797.9221,1299319.413,1678
397984.6556,1283463.22,1679
420976.6048,1202926.46,168
424743.153,1286328.623,1680
366431.9687,1286862.764,1681
394576.3971,1287258.628,1682
404127.2243,1288406.935,1683
422778.1078,1292260.289,1684
427536.8003,1292388.608,1685
425527.726,1293348.581,1686
442069.1323,1294731.145,1687
406742.5906,1279388.496,1688
364460.2998,1096733.351,1689
390940.4132,1203349.402,169
367575.2655,1100278.258,1690
366030.8533,1100321.026,1691
364760.7475,1100855.318,1692
355654.4606,1103946.323,1693
353637.0833,1104336.965,1694
359043.1783,1104463.402,1695
358054.6189,1104989.6,1696
370575.0626,1106340.189,1697
372928.8673,1106515.146,1698
375722.8035,1110747.56,1699
319022.4468,1286112.059,17
383838.9856,1206146.392,170
391865.1903,1112737.066,1700
363162.8034,1112932.486,1701
379029.8204,1114167.925,1702
366339.2484,1115295.263,1703
379878.1365,1115265.121,1704
362078.259,1116340.124,1705
380685.7992,1116328.608,1706
387594.472,1116363.292,1707
390615.6177,1117158.698,1708
355987.5594,1117542.811,1709
416356.0199,1209362.678,171
396420.0449,1117866.306,1710
387853.0486,1117886.093,1711
406378.7317,1117875.037,1712
389775.3178,1118000.489,1713
363212.9342,1118343.511,1714
396143.8055,1118527.104,1715
403970.0985,1118757.277,1716
380179.6741,1118872.696,1717
353117.9426,1119134.914,1718
360199.1064,1119431.513,1719
413812.5516,1208173.789,172
391227.207,1119376.644,1720
354506.784,1119703.336,1721
396216.8477,1120124.445,1722
407791.3232,1120311.271,1723
329814.0353,1120766.542,1724
357524.704,1120646.719,1725
379350.5875,1120863.041,1726
391284.0569,1121376.947,1727
364966.7815,1121547.931,1728
387992.9063,1121762.79,1729
415071.8222,1210892.147,173
386173.8945,1121783.115,1730
367237.5573,1122283.829,1731
374044.4073,1122408.403,1732
333140.4121,1123177.8,1733
402554.6591,1123198.389,1734
408758.8809,1123246.301,1735
380118.1455,1123601.414,1736
386752.9585,1123594.972,1737
389175.983,1123617.687,1738
358370.4038,1123796.791,1739
380087.5732,1210196.861,174
336998.7066,1123894.86,1740
417431.3947,1124343.427,1741
390966.2071,1124848.803,1742
358885.9135,1125562.708,1743
415418.339,1125522.78,1744
345714.753,1125850.259,1745
360636.302,1125792.305,1746
349055.0971,1125916.231,1747
344008.8402,1126637.469,1748
406537.017,1126613.539,1749
415557.8029,1214026.257,175
357813.7793,1126933.888,1750
347984.9691,1127092.281,1751
359437.2602,1127171.923,1752
413114.303,1127024.654,1753
320926.4836,1127631.237,1754
397760.9586,1127433.168,1755
408649.2,1127470.085,1756
345113.0406,1128079.006,1757
335995.6595,1129062.824,1758
333763.5269,1129112.102,1759
412158.0831,1213046.739,176
397192.5259,1129167.424,1760
399775.838,1129552.126,1761
410124.795,1129808.697,1762
410544.7008,1130155.085,1763
315328.7423,1130888.031,1764
325487.3802,1131001.652,1765
330189.3984,1131266.468,1766
348517.7997,1131241.473,1767
363451.221,1131308.249,1768
361473.4278,1131350.105,1769
404190.0219,1212583.793,177
353337.8485,1131509.596,1770
397043.6793,1131376.177,1771
392244.3035,1131431.823,1772
376295.9166,1131574.445,1773
317105.5012,1132033.499,1774
417350.9819,1131714.677,1775
415474.5158,1131935.933,1776
357936.1772,1132219.651,1777
336077.909,1132666.742,1778
328314.8231,1132785.669,1779
434132.5379,1217014.852,178
383617.4931,1132588.178,1780
321503.233,1132881.573,1781
325615.7906,1132916.802,1782
381997.4392,1132763.756,1783
353750.5333,1133038.982,1784
410314.791,1133352.64,1785
372976.8458,1133780.561,1786
374400.6103,1134206.894,1787
367325.0468,1134380.943,1788
355085.82,1133750.087,1789
415947.1832,1217357.188,179
426056.7621,1134437.912,1790
379237.4449,1135209.111,1791
329778.506,1135757.556,1792
381427.8933,1135606.53,1793
350471.9115,1135893.27,1794
337773.191,1136054.115,1795
346014.055,1136698.238,1796
335593.4673,1136824.989,1797
363163.5832,1136741.103,1798
310237.7966,1137282.659,1799
346644.5447,1220889.717,18
429503.4423,1218827.837,180
373970.7643,1137157.002,1800
364483.5887,1137101.43,1801
380684.6373,1137791.839,1802
385902.105,1138015.397,1803
409397.2793,1138094.242,1804
388421.4224,1138249.783,1805
422716.3861,1138199.794,1806
389705.634,1138624.296,1807
410761.2037,1138783.832,1808
396607.9109,1139470.898,1809
402070.3136,1218203.482,181
386341.5585,1144937.157,1810
372608.7711,1145164.221,1811
438054.6867,1145026.859,1812
329344.2675,1147014.408,1813
383802.2734,1147031.351,1814
355501.9288,1104323.724,1815
358846.3578,1110309.27,1816
355154.4478,1111040.316,1817
365441.6891,1112367.555,1818
377081.9415,1112346.734,1819
401789.6868,1220305.864,182
379566.3887,1112493.934,1820
376398.148,1114455.279,1821
365189.4572,1114821.613,1822
358737.8098,1116885.515,1823
358693.8794,1117838.037,1824
366246.7402,1119205.455,1825
362259.4925,1119232.848,1826
374797.7295,1119589.777,1827
369039.1781,1120742.567,1828
363417.9608,1121920.81,1829
435743.5792,1220761.656,183
378157.4161,1123348.164,1830
385698.4217,1123911.488,1831
403810.6181,1124230.445,1832
381430.8685,1124653.648,1833
376753.9689,1126079.782,1834
374731.3848,1126322.897,1835
381713.2539,1126576.987,1836
366720.6944,1126616.533,1837
336273.484,1126802.481,1838
371119.1385,1127350.301,1839
383356.0151,1232418.51,184
362233.8861,1127488.681,1840
381548.1012,1128395.367,1841
339057.5487,1130454.91,1842
386586.1389,1130472.571,1843
407837.9562,1131251.907,1844
377793.3773,1132295.875,1845
405041.362,1132639.549,1846
391515.1799,1134066.009,1847
368771.2519,1134670.411,1848
314069.0561,1135525.338,1849
