id,gap_size,gap_proprotion,e_ndvi,e_elev,e_prec,e_area,e_edge,e_earatio,d_ndvi,d_elev,d_prec,d_area,d_edge,d_earatio,gap_size_km,e_ndvi_r,e_elev_km,e_prec_m,e_area_km,e_edge_km,e_earatio_km,d_ndvi_r,d_elev_km,d_prec_m,d_area_km,d_edge_km,d_earatio_km,g_edge,g_edge_km,long,lat
651,700.721,0.073915125,283.168,2451.091,1283.238,9480.076,508.93,0.053684169,291.993,2451.2,1283.238,8779.355,609.526,0.069427196,0.000700721,0.283168,2.451091,1.283238,0.009480076,0.50893,53.68416878,0.291993,2.4512,1.283238,0.008779355,0.609526,69.42719596,100.627,0.100627,413793.0558,1130111.978
286,636.2,0.047105168,221.649,1758.643,1297.368,13505.949,462.368,0.034234396,228.251,1758.643,1297.368,12869.749,562.983,0.043744676,0.0006362,0.221649,1.758643,1.297368,0.013505949,0.462368,34.23439552,0.228251,1.758643,1.297368,0.012869749,0.562983,43.74467598,100.631,0.100631,361609.5822,1254162.59
2468,518.839,0.091824727,263.087,1793,992.307,5650.319,348.614,0.061698109,272.912,1792.833,992.307,5131.48,449.208,0.087539657,0.000518839,0.263087,1.793,0.992307,0.005650319,0.348614,61.69810943,0.272912,1.792833,0.992307,0.00513148,0.449208,87.53965717,100.631,0.100631,450932.4245,1245529.328
1613,639.483,0.01000408,365.202,2684.718,1450.584,63922.219,1250.532,0.019563338,366.142,2684.543,1450.584,63282.736,1351.18,0.021351479,0.000639483,0.365202,2.684718,1.450584,0.063922219,1.250532,19.56333838,0.366142,2.684543,1.450584,0.063282736,1.35118,21.35147886,100.678,0.100678,409590.3665,1204400.564
1591,559.703,0.038378775,384.141,2262.933,1428.699,14583.66,485.172,0.033268192,387.791,2262.933,1428.699,14023.957,585.966,0.041783214,0.000559703,0.384141,2.262933,1.428699,0.01458366,0.485172,33.26819194,0.387791,2.262933,1.428699,0.014023957,0.585966,41.78321425,100.812,0.100812,365191.2037,1212606.508
2236,574.311,0.035851595,289.247,2316.375,1172.499,16019.12,651.212,0.040652171,295.75,2316.2,1172.499,15444.809,752.198,0.048702318,0.000574311,0.289247,2.316375,1.172499,0.01601912,0.651212,40.65217066,0.29575,2.3162,1.172499,0.015444809,0.752198,48.70231804,101.011,0.101011,389764.7046,1351181.424
101,468.657,0.001170763,354.983,2996.564,1456.211,400300.654,4849.335,0.012114232,355.145,2996.564,1456.221,399831.997,4950.323,0.012381008,0.000468657,0.354983,2.996564,1.456211,0.400300654,4.849335,12.11423202,0.355145,2.996564,1.456221,0.399831997,4.950323,12.38100762,101.014,0.101014,396417.8359,1181838.799
2881,709.248,0.01364923,431.232,2042.035,1553.463,51962.49,1093.117,0.021036655,434.187,2041.927,1553.463,51253.242,1194.133,0.023298682,0.000709248,0.431232,2.042035,1.553463,0.05196249,1.093117,21.03665548,0.434187,2.041927,1.553463,0.051253242,1.194133,23.29868226,101.014,0.101014,315312.9082,1189355.156
8,728.032,0.059422491,341.248,2375.813,1691.191,12251.792,434.76,0.035485421,353.005,2375.333,1691.191,11523.76,532.075,0.046171996,0.000728032,0.341248,2.375813,1.691191,0.012251792,0.43476,35.48542123,0.353005,2.375333,1.691191,0.01152376,0.532075,46.17199595,101.034,0.101034,301378.7995,1197752.5
1558,694.237,0.058091394,344.321,2542.667,1453.864,11950.772,412.218,0.034493002,350.102,2542.667,1453.864,11256.535,513.238,0.04559467,0.000694237,0.344321,2.542667,1.453864,0.011950772,0.412218,34.49300179,0.350102,2.542667,1.453864,0.011256535,0.513238,45.59467012,101.046,0.101046,394061.9859,1206736.598
2392,605.85,0.012939369,317.872,2484.314,1320.978,46822.223,827.288,0.017668704,318.992,2484.18,1320.978,46216.373,928.317,0.020086323,0.00060585,0.317872,2.484314,1.320978,0.046822223,0.827288,17.66870403,0.318992,2.48418,1.320978,0.046216373,0.928317,20.08632309,101.062,0.101062,425308.1522,1199949.198
678,559.95,0.096292097,326.922,2256.667,1048.569,5815.119,281.273,0.04836926,339.821,2256.8,1048.569,5255.169,382.309,0.072749135,0.00055995,0.326922,2.256667,1.048569,0.005815119,0.281273,48.36925951,0.339821,2.2568,1.048569,0.005255169,0.382309,72.74913518,101.07,0.10107,430396.3261,1139183.686
1769,602.882,0.076528408,234.517,1757.143,1359.817,7877.885,358.212,0.04547058,245.007,1757.167,1359.999,7275.003,459.292,0.063132895,0.000602882,0.234517,1.757143,1.359817,0.007877885,0.358212,45.47057998,0.245007,1.757167,1.359999,0.007275003,0.459292,63.13289493,101.096,0.101096,361476.5284,1131352.538
939,514.736,0.043994774,259.535,2387.5,1563.543,11699.935,911.843,0.077935732,264.26,2387.5,1563.543,11185.199,1012.943,0.090561017,0.000514736,0.259535,2.3875,1.563543,0.011699935,0.911843,77.93573212,0.26426,2.3875,1.563543,0.011185199,1.012943,90.56101729,101.11,0.10111,342495.7818,1216585.8
1091,578.849,0.051110658,222.637,2159.8,995.151,11325.407,564.014,0.049800771,227.199,2160.286,995.151,10746.558,665.099,0.061889491,0.000578849,0.222637,2.1598,0.995151,0.011325407,0.564014,49.80077096,0.227199,2.160286,0.995151,0.010746558,0.665099,61.88949057,101.123,0.101123,458288.0784,1270331.656
2261,603.85,0.045813666,445.729,2933.733,1588.067,13180.565,535.253,0.040609261,459.411,2933.714,1588.067,12576.715,636.372,0.050599222,0.00060385,0.445729,2.933733,1.588067,0.013180565,0.535253,40.60926068,0.459411,2.933714,1.588067,0.012576715,0.636372,50.59922245,101.134,0.101134,359420.9618,1179254.919
488,636.814,0.04939955,490.879,3224.111,1604.91,12891.089,935.593,0.072576723,490.626,3224.25,1604.91,12254.275,1036.728,0.084601333,0.000636814,0.490879,3.224111,1.60491,0.012891089,0.935593,72.57672335,0.490626,3.22425,1.60491,0.012254275,1.036728,84.601333,101.152,0.101152,363407.347,1175493.271
2477,532.901,0.016994219,394.502,2184.645,1197.943,31357.782,993.751,0.03169073,396.55,2184.645,1198.116,30824.881,1094.918,0.035520591,0.000532901,0.394502,2.184645,1.197943,0.031357782,0.993751,31.69072991,0.39655,2.184645,1.198116,0.030824881,1.094918,35.5205913,101.196,0.101196,405951.6334,1247565.659
1283,421.428,0.015572943,312.848,1881.69,1529.039,27061.552,811.599,0.029990852,314.762,1881.429,1529.039,26640.124,912.803,0.034264217,0.000421428,0.312848,1.88169,1.529039,0.027061552,0.811599,29.99085197,0.314762,1.881429,1.529039,0.026640124,0.912803,34.26421739,101.222,0.101222,364502.8466,1304687.962
2959,669.961,0.070399271,305.436,1839.9,1663.484,9516.59,413.484,0.043448756,314.234,1839.444,1663.484,8846.629,514.76,0.058187135,0.000669961,0.305436,1.8399,1.663484,0.00951659,0.413484,43.44875633,0.314234,1.839444,1.663484,0.008846629,0.51476,58.18713546,101.276,0.101276,321900.556,1271643.439
1634,703.326,0.031904735,367.362,2572.952,1298.506,22044.565,642.237,0.029133576,372.662,2572.952,1298.506,21341.239,743.525,0.034839823,0.000703326,0.367362,2.572952,1.298506,0.022044565,0.642237,29.13357555,0.372662,2.572952,1.298506,0.021341239,0.743525,34.8398235,101.317,0.101317,401965.7354,1190062.237
2982,773.762,0.057885997,345.389,2115.231,1637.161,13366.998,433.852,0.032456951,352.37,2115.25,1637.161,12593.236,535.233,0.042501625,0.000773762,0.345389,2.115231,1.637161,0.013366998,0.433852,32.45695107,0.35237,2.11525,1.637161,0.012593236,0.535233,42.50162548,101.382,0.101382,324309.0431,1256789.966
1149,408.74,0.121493435,286.952,2612,1123.429,3364.297,319.09,0.094845966,303.076,2613.333,1123.429,2955.557,420.474,0.14226557,0.00040874,0.286952,2.612,1.123429,0.003364297,0.31909,94.84596633,0.303076,2.613333,1.123429,0.002955557,0.420474,142.2655696,101.4,0.1014,361914.3209,1362054.089
2082,764.046,0.012210108,422.789,2451.136,1591.199,62574.876,947.096,0.015135404,425.6,2451.123,1591.199,61810.83,1048.505,0.016963128,0.000764046,0.422789,2.451136,1.591199,0.062574876,0.947096,15.13540354,0.4256,2.451123,1.591199,0.06181083,1.048505,16.96312766,101.434,0.101434,388176.0763,1316295.497
2086,694.744,0.026498227,357.844,2433.846,1493.888,26218.509,655.205,0.02499017,362.052,2433.4,1493.888,25523.765,756.676,0.02964594,0.000694744,0.357844,2.433846,1.493888,0.026218509,0.655205,24.99017011,0.362052,2.4334,1.493888,0.025523765,0.756676,29.64593977,101.496,0.101496,391828.0027,1317304.178
2203,663.739,0.097813164,261.804,2537.857,1259.449,6785.784,399.532,0.058877795,280.291,2538.333,1259.449,6122.045,501.001,0.081835563,0.000663739,0.261804,2.537857,1.259449,0.006785784,0.399532,58.87779511,0.280291,2.538333,1.259449,0.006122045,0.501001,81.83556312,101.499,0.101499,406223.0132,1340020.17
1179,453.058,0.081036012,218.669,1912.2,1244.235,5590.823,589.653,0.105468014,225.848,1911.25,1244.235,5137.765,691.153,0.134524059,0.000453058,0.218669,1.9122,1.244235,0.005590823,0.589653,105.4680143,0.225848,1.91125,1.244235,0.005137765,0.691153,134.5240586,101.515,0.101515,359246.1403,1337175.804
1513,628.973,0.008544474,179.443,2286.038,1007.953,73611.672,1565.063,0.021261071,180.055,2286.494,1007.953,72982.699,1666.593,0.022835453,0.000628973,0.179443,2.286038,1.007953,0.073611672,1.565063,21.26107121,0.180055,2.286494,1.007953,0.072982699,1.666593,22.8354531,101.568,0.101568,448314.4864,1316403.404
2131,701.264,0.002693952,356.355,2897.121,1268.743,260310.543,3031.31,0.011644976,356.943,2897.182,1268.743,259609.279,3132.861,0.0120676,0.000701264,0.356355,2.897121,1.268743,0.260310543,3.03131,11.6449759,0.356943,2.897182,1.268743,0.259609279,3.132861,12.06760025,101.584,0.101584,424239.6802,1308809.77
2679,601.671,0.07991985,362.994,2173.444,1235.829,7528.43,433.265,0.057550512,381.582,2173.444,1235.829,6926.759,534.884,0.077219952,0.000601671,0.362994,2.173444,1.235829,0.00752843,0.433265,57.55051186,0.381582,2.173444,1.235829,0.006926759,0.534884,77.21995236,101.65,0.10165,413332.7998,1334994.327
800,605.673,0.121567941,245.404,1895,1400.081,4982.177,316.808,0.063588267,259.109,1895,1400.081,4376.504,418.511,0.095626783,0.000605673,0.245404,1.895,1.400081,0.004982177,0.316808,63.58826674,0.259109,1.895,1.400081,0.004376504,0.418511,95.62678339,101.721,0.101721,368404.8508,1219521.326
2338,555.385,0.02513975,346.043,2399.043,1449.5,22091.906,613.269,0.027759895,348.732,2398.909,1449.5,21536.521,714.98,0.033198491,0.000555385,0.346043,2.399043,1.4495,0.022091906,0.613269,27.75989541,0.348732,2.398909,1.4495,0.021536521,0.71498,33.19849107,101.727,0.101727,359604.7511,1137061.962
1934,740.013,0.024717259,442.716,2875.033,1525.329,29939.121,919.109,0.030699265,446.087,2874.448,1525.329,29199.108,1020.845,0.034961513,0.000740013,0.442716,2.875033,1.525329,0.029939121,0.919109,30.69926468,0.446087,2.874448,1.525329,0.029199108,1.020845,34.96151321,101.755,0.101755,369530.5617,1163772.715
1786,694.475,0.057015466,319.828,2390.643,1383.869,12180.467,481.347,0.039517943,324.957,2390.385,1383.869,11485.992,583.144,0.050770016,0.000694475,0.319828,2.390643,1.383869,0.012180467,0.481347,39.51794295,0.324957,2.390385,1.383869,0.011485992,0.583144,50.77001621,101.818,0.101818,372975.9934,1133788.995
709,765.944,0.136060957,417.028,3311.714,1628.139,5629.418,393.046,0.069820006,446.548,3311.667,1628.139,4863.474,494.869,0.101752163,0.000765944,0.417028,3.311714,1.628139,0.005629418,0.393046,69.82000626,0.446548,3.311667,1.628139,0.004863474,0.494869,101.7521632,101.84,0.10184,363844.8359,1192438.926
978,517.828,0.074095643,382.751,3170,1701.39,6988.643,562.635,0.080507046,387.025,3169.571,1701.39,6470.815,664.471,0.102687374,0.000517828,0.382751,3.17,1.70139,0.006988643,0.562635,80.5070455,0.387025,3.169571,1.70139,0.006470815,0.664471,102.687374,101.859,0.101859,382019.2326,1178749.759
1535,739.435,0.021691911,436.534,2620,1584.268,34088.053,880.475,0.025829431,437.593,2619.825,1584.268,33348.618,982.318,0.029456033,0.000739435,0.436534,2.62,1.584268,0.034088053,0.880475,25.82943062,0.437593,2.619825,1.584268,0.033348618,0.982318,29.45603323,101.867,0.101867,385416.112,1202713.574
1333,796.529,0.039738529,266.453,1832.217,1307.28,20044.25,531.147,0.026498722,274.207,1832,1307.28,19247.721,633.056,0.03288992,0.000796529,0.266453,1.832217,1.30728,0.02004425,0.531147,26.49872158,0.274207,1.832,1.30728,0.019247721,0.633056,32.8899198,101.922,0.101922,351727.9338,1331729.102
3025,706.1,0.015565541,369.335,1731.542,1391.638,45363.022,926.354,0.020420906,371.19,1731.542,1391.652,44656.922,1028.303,0.023026733,0.0007061,0.369335,1.731542,1.391638,0.045363022,0.926354,20.42090582,0.37119,1.731542,1.391652,0.044656922,1.028303,23.02673256,101.942,0.101942,305865.5185,1160214.12
1307,719.489,0.233856732,164.312,1982.5,1106.941,3076.623,265.814,0.086397976,181.566,1978.771,1106.941,2357.134,367.8,0.15603695,0.000719489,0.164312,1.9825,1.106941,0.003076623,0.265814,86.39797596,0.181566,1.978771,1.106941,0.002357134,0.3678,156.03695,102.013,0.102013,395969.7426,1357784.567
1512,459.636,0.028156473,266.132,1941.563,1012.669,16324.346,490.696,0.030059152,270.546,1941.563,1012.669,15864.71,592.787,0.037365133,0.000459636,0.266132,1.941563,1.012669,0.016324346,0.490696,30.05915214,0.270546,1.941563,1.012669,0.01586471,0.592787,37.36513305,102.125,0.102125,424688.0037,1351155.723
2908,517.287,0.031421572,374.645,2513.5,1740.24,16462.798,631.053,0.038332062,380.264,2513,1740.24,15945.511,733.211,0.045982283,0.000517287,0.374645,2.5135,1.74024,0.016462798,0.631053,38.33206239,0.380264,2.513,1.74024,0.015945511,0.733211,45.98228304,102.156,0.102156,317125.9559,1222248.987
2205,721.315,0.076811216,320.25,2642.667,1259.449,9390.751,453.282,0.048268983,334.088,2642.818,1259.449,8669.436,555.411,0.064065413,0.000721315,0.32025,2.642667,1.259449,0.009390751,0.453282,48.26898296,0.334088,2.642818,1.259449,0.008669436,0.555411,64.06541325,102.16,0.10216,408704.5302,1340244.719
991,423.203,0.125090041,231.015,2197.333,1108.429,3383.187,285.377,0.08435153,242.828,2197.333,1108.429,2959.984,387.506,0.130914897,0.000423203,0.231015,2.197333,1.108429,0.003383187,0.285377,84.35153008,0.242828,2.197333,1.108429,0.002959984,0.387506,130.9148968,102.166,0.102166,443847.9735,1304980.174
452,755.494,0.199175137,363.205,2964.6,1581.438,3793.114,310.209,0.081782145,392.489,2964.25,1581.438,3037.62,412.443,0.13577834,0.000755494,0.363205,2.9646,1.581438,0.003793114,0.310209,81.78214522,0.392489,2.96425,1.581438,0.00303762,0.412443,135.7783396,102.24,0.10224,333648.6427,1230442.862
2766,586.029,0.067526111,311.646,2100.182,1046.635,8678.554,476.734,0.054932423,321.756,2100.7,1046.635,8092.525,579.028,0.071550968,0.000586029,0.311646,2.100182,1.046635,0.008678554,0.476734,54.93242307,0.321756,2.1007,1.046635,0.008092525,0.579028,71.55096833,102.324,0.102324,409375.244,1350659.649
1160,539.748,0.041214322,212.755,1678,1516.585,13096.127,684.553,0.052271408,214.854,1677.875,1516.585,12556.379,786.931,0.06267181,0.000539748,0.212755,1.678,1.516585,0.013096127,0.684553,52.27140818,0.214854,1.677875,1.516585,0.012556379,0.786931,62.67181008,102.349,0.102349,264095.3105,1293644.912
1741,611.487,0.08153297,274.443,2058.222,1079.143,7499.874,356.273,0.047503865,288.099,2058.222,1079.143,6888.387,458.62,0.066578722,0.000611487,0.274443,2.058222,1.079143,0.007499874,0.356273,47.50386473,0.288099,2.058222,1.079143,0.006888387,0.45862,66.57872155,102.38,0.10238,417431.666,1124346.937
1612,632.468,0.102200632,227.778,2042.429,1400.081,6188.494,311.412,0.050321128,242.487,2041.333,1400.081,5556.026,413.801,0.074477873,0.000632468,0.227778,2.042429,1.400081,0.006188494,0.311412,50.32112821,0.242487,2.041333,1.400081,0.005556026,0.413801,74.47787321,102.408,0.102408,368190.8717,1216367.229
1978,599.872,0.006559145,386.065,2653.465,1368.256,91455.821,1552.541,0.016975858,387.225,2653.184,1368.283,90855.949,1654.924,0.018214812,0.000599872,0.386065,2.653465,1.368256,0.091455821,1.552541,16.97585767,0.387225,2.653184,1.368283,0.090855949,1.654924,18.21481167,102.412,0.102412,398650.099,1176373.777
966,671.265,0.100914047,239.955,1826.833,1622.954,6651.849,439.198,0.066026454,243.257,1826.833,1622.954,5980.584,541.621,0.090563229,0.000671265,0.239955,1.826833,1.622954,0.006651849,0.439198,66.0264537,0.243257,1.826833,1.622954,0.005980584,0.541621,90.56322928,102.428,0.102428,329576.1776,1286585.157
1538,669.074,0.110015644,256.93,2593.143,1320.978,6081.626,315.34,0.051851265,275.418,2593,1320.978,5412.552,417.76,0.077183554,0.000669074,0.25693,2.593143,1.320978,0.006081626,0.31534,51.85126478,0.275418,2.593,1.320978,0.005412552,0.41776,77.18355408,102.454,0.102454,428007.6903,1203306.595
336,527.502,0.025311599,256.236,2241.35,1589.166,20840.327,811.117,0.038920551,259.026,2241.263,1589.166,20312.825,913.614,0.0449772,0.000527502,0.256236,2.24135,1.589166,0.020840327,0.811117,38.92055053,0.259026,2.241263,1.589166,0.020312825,0.913614,44.97720036,102.501,0.102501,331089.1899,1254828.265
2495,603.845,0.080319878,285.137,2208.429,1355.7,7518.002,431.854,0.057442656,293.591,2208.429,1355.7,6914.157,534.354,0.077284042,0.000603845,0.285137,2.208429,1.3557,0.007518002,0.431854,57.44265564,0.293591,2.208429,1.3557,0.006914157,0.534354,77.284042,102.521,0.102521,372916.8482,1252768.975
1358,548.814,0.018905235,264.311,1829.839,1120.965,29029.737,769.237,0.026498242,266.893,1829.433,1120.965,28480.923,871.797,0.030609858,0.000548814,0.264311,1.829839,1.120965,0.029029737,0.769237,26.49824213,0.266893,1.829433,1.120965,0.028480923,0.871797,30.60985769,102.58,0.10258,373257.6183,1332643.86
1219,664.035,0.100202295,261.737,2356.667,1101.109,6626.944,308.57,0.046562941,277.557,2356.6,1101.109,5962.909,411.126,0.06894722,0.000664035,0.261737,2.356667,1.101109,0.006626944,0.30857,46.56294063,0.277557,2.3566,1.101109,0.005962909,0.411126,68.94722022,102.589,0.102589,420306.7263,1157281.788
1994,717.859,0.042164834,450.196,2892.722,1569.974,17025.064,528.017,0.031014098,457.144,2892.529,1569.974,16307.205,630.615,0.038670943,0.000717859,0.450196,2.892722,1.569974,0.017025064,0.528017,31.0140978,0.457144,2.892529,1.569974,0.016307205,0.630615,38.6709433,102.615,0.102615,363188.8614,1166301.97
3021,543.176,0.040359873,324.435,2061.929,1503.875,13458.318,545.716,0.040548603,327.637,2061.929,1503.875,12915.142,648.349,0.050200687,0.000543176,0.324435,2.061929,1.503875,0.013458318,0.545716,40.54860347,0.327637,2.061929,1.503875,0.012915142,0.648349,50.20068691,102.636,0.102636,327517.0769,1200468.675
1321,657.422,0.053622129,258.005,2427.25,1152.112,12260.274,447.631,0.036510685,265.692,2427.818,1152.112,11602.852,550.252,0.047423858,0.000657422,0.258005,2.42725,1.152112,0.012260274,0.447631,36.51068483,0.265692,2.427818,1.152112,0.011602852,0.550252,47.42385751,102.656,0.102656,433049.8743,1311629.871
855,527.865,0.127304241,395.472,2682.75,1847.779,4146.484,233.815,0.056388738,415.891,2682.333,1847.779,3618.619,336.481,0.092986026,0.000527865,0.395472,2.68275,1.847779,0.004146484,0.233815,56.38873802,0.415891,2.682333,1.847779,0.003618619,0.336481,92.98602588,102.663,0.102663,314065.471,1221767.13
425,587.312,0.073828482,204.012,1903.889,1121.126,7955.087,486.49,0.061154579,208.189,1903.889,1121.126,7367.775,589.126,0.079959825,0.000587312,0.204012,1.903889,1.121126,0.007955087,0.48649,61.15457945,0.208189,1.903889,1.121126,0.007367775,0.589126,79.95982505,102.672,0.102672,442625.6879,1206168.406
1311,640.555,0.180967728,141.025,1811.667,982,3539.609,220.151,0.062196418,147.411,1814,982,2899.054,322.81,0.111350116,0.000640555,0.141025,1.811667,0.982,0.003539609,0.220151,62.19641774,0.147411,1.814,0.982,0.002899054,0.32281,111.3501163,102.692,0.102692,422476.1802,1367236.329
1061,620.477,0.058697027,241.596,2133.909,1280.742,10570.842,413.368,0.039104548,245.143,2133.909,1280.742,9950.365,516.06,0.051863424,0.000620477,0.241596,2.133909,1.280742,0.010570842,0.413368,39.10454815,0.245143,2.133909,1.280742,0.009950365,0.51606,51.86342411,102.72,0.10272,397518.4418,1333846.413
2782,728.8,0.092236282,305.824,2023.625,1570.401,7901.446,377.386,0.047761638,321.578,2024,1570.401,7172.646,480.112,0.066936525,0.0007288,0.305824,2.023625,1.570401,0.007901446,0.377386,47.76163755,0.321578,2.024,1.570401,0.007172646,0.480112,66.93652524,102.739,0.102739,350884.1813,1272115.418
2928,665.935,0.096003127,262.066,1927.125,1656.867,6936.597,319.012,0.045989698,269.941,1926.571,1656.867,6270.662,421.776,0.067261798,0.000665935,0.262066,1.927125,1.656867,0.006936597,0.319012,45.98969783,0.269941,1.926571,1.656867,0.006270662,0.421776,67.26179788,102.764,0.102764,319265.8218,1268809.437
3081,507.15,0.051565427,332.647,2383.3,1884.066,9835.078,411.538,0.041843898,340.025,2383.3,1884.066,9327.928,514.492,0.055156086,0.00050715,0.332647,2.3833,1.884066,0.009835078,0.411538,41.84389793,0.340025,2.3833,1.884066,0.009327928,0.514492,55.15608611,102.95,0.10295,311010.1278,1218647.697
2523,570.134,0.083307349,264.514,2144.375,1077.793,6843.742,408.682,0.059716161,274.651,2144.571,1077.793,6273.608,511.776,0.081576025,0.000570134,0.264514,2.144375,1.077793,0.006843742,0.408682,59.71616113,0.274651,2.144571,1.077793,0.006273608,0.511776,81.57602451,103.129,0.103129,433717.2913,1257862.521
2254,737.53,0.028930731,459.304,2483.222,1586.961,25492.961,597.496,0.023437685,464.021,2483.038,1586.961,24755.431,700.649,0.02830284,0.00073753,0.459304,2.483222,1.586961,0.025492961,0.597496,23.43768541,0.464021,2.483038,1.586961,0.024755431,0.700649,28.30283989,103.162,0.103162,342942.4254,1177477.228
2653,609.544,0.035857622,313.763,1790.056,1291.311,16999.008,493.81,0.029049342,316.381,1790.176,1291.311,16389.464,596.96,0.0364234,0.000609544,0.313763,1.790056,1.291311,0.016999008,0.49381,29.04934217,0.316381,1.790176,1.291311,0.016389464,0.59696,36.42339981,103.166,0.103166,358399.3685,1328778.844
1280,799.917,0.106043629,254.821,2514.4,1263.312,7543.282,360.199,0.047750966,280.18,2514.4,1263.312,6743.365,463.38,0.068716435,0.000799917,0.254821,2.5144,1.263312,0.007543282,0.360199,47.75096569,0.28018,2.5144,1.263312,0.006743365,0.46338,68.7164346,103.21,0.10321,402537.891,1146106.042
1106,626.621,0.028404432,287.844,2405.286,1081.655,22060.677,1183.275,0.053637293,292.684,2404.75,1081.643,21434.056,1286.47,0.060019905,0.000626621,0.287844,2.405286,1.081655,0.022060677,1.183275,53.63729318,0.292684,2.40475,1.081643,0.021434056,1.28647,60.01990477,103.224,0.103224,400324.7279,1351335.272
1811,619.386,0.092435449,324.985,2438.5,1403.673,6700.741,332.783,0.049663612,329.368,2438.5,1403.096,6081.355,435.99,0.071692904,0.000619386,0.324985,2.4385,1.403673,0.006700741,0.332783,49.66361183,0.329368,2.4385,1.403096,0.006081355,0.43599,71.69290397,103.227,0.103227,372611.9078,1145164.816
79,498.478,0.04114666,216.516,2018.5,1244.245,12114.665,437.881,0.036144706,220.848,2018.5,1244.245,11616.187,541.155,0.046586285,0.000498478,0.216516,2.0185,1.244245,0.012114665,0.437881,36.14470561,0.220848,2.0185,1.244245,0.011616187,0.541155,46.58628516,103.295,0.103295,373554.1517,1235366.264
1050,679.922,0.178894312,189.557,1916.667,1030.23,3800.691,259.554,0.068291266,200.324,1918,1030.23,3120.769,362.831,0.116263331,0.000679922,0.189557,1.916667,1.03023,0.003800691,0.259554,68.29126598,0.200324,1.918,1.03023,0.003120769,0.362831,116.2633312,103.309,0.103309,418441.6475,1353410.656
1873,565.68,0.057645363,283.563,2558.154,995.151,9813.105,595.016,0.060634835,291.227,2558.667,995.151,9247.425,698.422,0.075526106,0.00056568,0.283563,2.558154,0.995151,0.009813105,0.595016,60.63483474,0.291227,2.558667,0.995151,0.009247425,0.698422,75.52610592,103.445,0.103445,460112.7335,1270287.001
1846,741.557,0.019959424,364.043,2503.171,1303.779,37153.226,1149.257,0.030932899,365.302,2503.175,1303.779,36411.669,1252.694,0.034403641,0.000741557,0.364043,2.503171,1.303779,0.037153226,1.149257,30.93289934,0.365302,2.503175,1.303779,0.036411669,1.252694,34.40364132,103.467,0.103467,405037.0078,1132655.13
1184,475.646,0.158033635,222.46,2126.5,1948.847,3009.777,398.954,0.132552677,231.064,2126.5,1948.847,2534.131,502.571,0.198320845,0.000475646,0.22246,2.1265,1.948847,0.003009777,0.398954,132.5526775,0.231064,2.1265,1.948847,0.002534131,0.502571,198.3208445,103.587,0.103587,264262.2698,1268975.012
1478,730.22,0.0683817,214.601,1955.909,1047.931,10678.588,747.921,0.070039316,220.732,1955.909,1047.931,9948.368,851.499,0.085591828,0.00073022,0.214601,1.955909,1.047931,0.010678588,0.747921,70.03931606,0.220732,1.955909,1.047931,0.009948368,0.851499,85.59182772,103.614,0.103614,435661.8887,1229849.723
2702,632.637,0.069488623,295.638,2132.5,1079.59,9104.181,407.432,0.044752186,313.118,2132.333,1079.59,8471.544,511.067,0.060327492,0.000632637,0.295638,2.1325,1.07959,0.009104181,0.407432,44.75218584,0.313118,2.132333,1.07959,0.008471544,0.511067,60.32749166,103.669,0.103669,423765.8879,1324112.139
2605,696.945,0.08749702,340.33,2641.5,1152.112,7965.357,498.567,0.062591921,356.608,2642.2,1152.112,7268.412,602.206,0.082852486,0.000696945,0.34033,2.6415,1.152112,0.007965357,0.498567,62.59192149,0.356608,2.6422,1.152112,0.007268412,0.602206,82.85248552,103.675,0.103675,431357.3578,1314555.621
1646,616.309,0.021399891,390.537,2788.355,1107.359,28799.632,951.373,0.033034207,395.094,2788.9,1107.359,28183.323,1055.034,0.037434691,0.000616309,0.390537,2.788355,1.107359,0.028799632,0.951373,33.03420683,0.395094,2.7889,1.107359,0.028183323,1.055034,37.43469143,103.697,0.103697,438735.4158,1285567.372
448,764.928,0.02558729,322.412,2114.774,1666.784,29894.842,1163.861,0.038931833,324.54,2114.5,1666.784,29129.914,1267.652,0.04351719,0.000764928,0.322412,2.114774,1.666784,0.029894842,1.163861,38.93183312,0.32454,2.1145,1.666784,0.029129914,1.267652,43.51718992,103.787,0.103787,312186.676,1255761.524
1900,674.125,0.083932654,373.984,2449.5,1403.191,8031.737,462.646,0.057602235,374.993,2449.571,1403.191,7357.612,566.438,0.076986664,0.000674125,0.373984,2.4495,1.403191,0.008031737,0.462646,57.60223473,0.374993,2.449571,1.403191,0.007357612,0.566438,76.98666361,103.814,0.103814,377144.3829,1148899.436
2629,687.577,0.050022426,323.794,2128.125,1137.63,13745.375,536.038,0.038997699,334.899,2127.133,1137.63,13057.798,639.82,0.048999073,0.000687577,0.323794,2.128125,1.13763,0.013745375,0.536038,38.99769923,0.334899,2.127133,1.13763,0.013057798,0.63982,48.9990732,103.816,0.103816,421336.2663,1321521.966
1955,606.181,0.022852506,382.571,2732.071,1469.949,26525.8,1159.547,0.043713931,382.797,2732.071,1469.949,25919.619,1263.404,0.048743155,0.000606181,0.382571,2.732071,1.469949,0.0265258,1.159547,43.71393134,0.382797,2.732071,1.469949,0.025919619,1.263404,48.74315475,103.882,0.103882,386777.8037,1168637.35
