id,gap_size,gap_proprotion,e_ndvi,e_elev,e_prec,e_area,e_edge,e_earatio,d_ndvi,d_elev,d_prec,d_area,d_edge,d_earatio,gap_size_km,e_ndvi_r,e_elev_km,e_prec_m,e_area_km,e_edge_km,e_earatio_km,d_ndvi_r,d_elev_km,d_prec_m,d_area_km,d_edge_km,d_earatio_km,g_edge,g_edge_km,long,lat
3125,1247.884,0.037004293,387.961,2435.027,1896.32,33722.682,749.732,0.022232277,392.472,2435,1896.32,32474.798,900.22,0.027720573,0.001247884,0.387961,2.435027,1.89632,0.033722682,0.749732,22.23227678,0.392472,2.435,1.89632,0.032474798,0.90022,27.72057273,150.469,0.150469,293551.1167,1193689.546
3150,1213.835,0.024764136,366.422,2032.418,1547.794,49015.842,1011.921,0.020644774,369.784,2032.056,1547.783,47802.007,1162.583,0.024320799,0.001213835,0.366422,2.032418,1.547794,0.049015842,1.011921,20.6447744,0.369784,2.032056,1.547783,0.047802007,1.162583,24.32079892,150.667,0.150667,328057.5871,1173521.784
2616,1524.966,0.145681197,340.081,2386.6,1311.667,10467.83,376.717,0.03598807,363.798,2386.375,1311.667,8942.864,527.381,0.058972271,0.001524966,0.340081,2.3866,1.311667,0.01046783,0.376717,35.98807012,0.363798,2.386375,1.311667,0.008942864,0.527381,58.97227108,150.709,0.150709,407338.9514,1317259.182
2896,1098.465,0.033879271,364.437,2060.97,1666.784,32422.923,791.986,0.02442673,368.159,2061.063,1666.784,31324.458,942.716,0.030095205,0.001098465,0.364437,2.06097,1.666784,0.032422923,0.791986,24.42673043,0.368159,2.061063,1.666784,0.031324458,0.942716,30.09520548,150.727,0.150727,316418.1044,1259067.46
2795,1070.543,0.047405666,348.527,2517.083,1283.497,22582.596,636.922,0.028204109,356.544,2517.043,1283.497,21512.053,787.621,0.036613009,0.001070543,0.348527,2.517083,1.283497,0.022582596,0.636922,28.20410904,0.356544,2.517043,1.283497,0.021512053,0.787621,36.61300946,150.739,0.150739,395368.2821,1135981.829
2302,1431.773,0.10382408,376.245,2711.8,1425.222,13790.375,786.405,0.057025643,391.741,2711.615,1425.246,12358.602,937.101,0.075825809,0.001431773,0.376245,2.7118,1.425222,0.013790375,0.786405,57.02564288,0.391741,2.711615,1.425246,0.012358602,0.937101,75.82580942,150.742,0.150742,413154.9537,1204145.436
1226,1192.532,0.139467036,356.128,3087.6,1727.078,8550.637,677.368,0.079218425,366.765,3087.333,1727.078,7358.105,828.099,0.112542428,0.001192532,0.356128,3.0876,1.727078,0.008550637,0.677368,79.21842548,0.366765,3.087333,1.727078,0.007358105,0.828099,112.5424277,150.758,0.150758,367358.084,1175394.821
100,994.913,0.011587849,281.188,2708.892,1410.608,85858.302,1383.202,0.016110288,282.47,2708.75,1410.608,84863.389,1533.978,0.018075851,0.000994913,0.281188,2.708892,1.410608,0.085858302,1.383202,16.11028832,0.28247,2.70875,1.410608,0.084863389,1.533978,18.0758513,150.813,0.150813,388891.8137,1163092.498
735,1356.657,0.2198105,199.559,2439.286,1117.564,6171.939,321.85,0.052147307,227.708,2438.333,1117.564,4815.282,472.71,0.098168705,0.001356657,0.199559,2.439286,1.117564,0.006171939,0.32185,52.14730735,0.227708,2.438333,1.117564,0.004815282,0.47271,98.16870538,150.909,0.150909,423905.7258,1147606.867
700,1148.786,0.058514412,189.932,2570.19,1128.267,19632.531,615.666,0.031359482,195.821,2569.684,1128.267,18483.745,766.534,0.041470708,0.001148786,0.189932,2.57019,1.128267,0.019632531,0.615666,31.35948187,0.195821,2.569684,1.128267,0.018483745,0.766534,41.47070845,150.923,0.150923,449892.9498,1282885.326
1598,1019.169,0.015760734,396.272,2500.817,1428.699,64665.072,1147.39,0.017743582,398.514,2500.536,1428.699,63645.903,1298.331,0.020399286,0.001019169,0.396272,2.500817,1.428699,0.064665072,1.14739,17.74358188,0.398514,2.500536,1.428699,0.063645903,1.298331,20.39928635,150.967,0.150967,363577.2219,1214196.426
35,1464.145,0.039721184,346.56,2217.615,1496.555,36860.558,771.189,0.020921794,347.129,2217.526,1496.555,35396.413,922.293,0.026056115,0.001464145,0.34656,2.217615,1.496555,0.036860558,0.771189,20.92179397,0.347129,2.217526,1.496555,0.035396413,0.922293,26.05611478,151.117,0.151117,340047.3582,1140168.907
684,1482.311,0.009969702,300.067,2089.513,1561.992,148681.579,4090.722,0.027513307,301.03,2089.581,1561.815,147199.268,4241.981,0.028817949,0.001482311,0.300067,2.089513,1.561992,0.148681579,4.090722,27.51330748,0.30103,2.089581,1.561815,0.147199268,4.241981,28.81794901,151.22,0.15122,268649.1928,1165650.821
1585,938.287,0.053782215,418.144,2501.118,1428.699,17446.046,490.227,0.028099605,427.823,2501,1428.699,16507.759,641.433,0.038856455,0.000938287,0.418144,2.501118,1.428699,0.017446046,0.490227,28.09960492,0.427823,2.501,1.428699,0.016507759,0.641433,38.85645532,151.23,0.15123,362194.373,1211745.003
847,1247.29,0.32831266,207.953,2406.667,1105.018,3799.092,235.512,0.061991655,266.391,2382.459,1105.018,2551.802,386.791,0.151575632,0.00124729,0.207953,2.406667,1.105018,0.003799092,0.235512,61.99165485,0.266391,2.382459,1.105018,0.002551802,0.386791,151.5756317,151.329,0.151329,427347.3499,1149730.406
2145,1255.047,0.108769095,315.428,2314,1108.429,11538.636,435.252,0.03772127,326.124,2314,1108.429,10283.589,586.572,0.057039619,0.001255047,0.315428,2.314,1.108429,0.011538636,0.435252,37.72126965,0.326124,2.314,1.108429,0.010283589,0.586572,57.03961914,151.375,0.151375,444644.9437,1307785.507
562,1186.354,0.106007491,300.649,2584.385,1740.24,11191.228,512.814,0.045822853,308.868,2583.182,1740.24,10004.874,664.278,0.066395439,0.001186354,0.300649,2.584385,1.74024,0.011191228,0.512814,45.8228534,0.308868,2.583182,1.74024,0.010004874,0.664278,66.39543886,151.464,0.151464,319789.9581,1224399.353
2861,1479.142,0.094665318,366.086,2802.706,1847.779,15624.962,513.738,0.032879312,373.73,2801.933,1847.779,14145.82,665.223,0.047026118,0.001479142,0.366086,2.802706,1.847779,0.015624962,0.513738,32.87931196,0.37373,2.801933,1.847779,0.01414582,0.665223,47.02611796,151.481,0.151481,314071.4303,1224155.469
1516,1305.862,0.070688594,318.946,2801.905,1135.591,18473.447,614.698,0.033274678,330.397,2802.2,1135.591,17167.585,766.247,0.04463336,0.001305862,0.318946,2.801905,1.135591,0.018473447,0.614698,33.27467797,0.330397,2.8022,1.135591,0.017167585,0.766247,44.6333599,151.605,0.151605,454023.7307,1290382.917
787,1229.912,0.021646786,358.151,2082.098,1804.896,56817.304,1585.63,0.027907519,360.491,2081.797,1804.896,55587.392,1737.296,0.031253418,0.001229912,0.358151,2.082098,1.804896,0.056817304,1.58563,27.90751916,0.360491,2.081797,1.804896,0.055587392,1.737296,31.25341804,151.641,0.151641,286060.2634,1243792.319
3123,1588.184,0.046685989,405.759,2302.114,1946.601,34018.429,961.597,0.028266943,414.019,2301.853,1946.601,32430.245,1113.267,0.034328048,0.001588184,0.405759,2.302114,1.946601,0.034018429,0.961597,28.26694319,0.414019,2.301853,1.946601,0.032430245,1.113267,34.32804778,151.649,0.151649,291686.2164,1225335.695
2742,1306.958,0.033652725,530.26,2254.244,1649.589,38836.617,719.965,0.018538304,538.589,2254.175,1649.589,37529.659,871.6,0.023224298,0.001306958,0.53026,2.254244,1.649589,0.038836617,0.719965,18.53830368,0.538589,2.254175,1.649589,0.037529659,0.8716,23.22429841,151.671,0.151671,385059.9355,1298694.577
1880,1509.41,0.057898504,338.307,2943.036,1449.481,26069.931,1957.617,0.075090993,346.806,2943.148,1449.481,24560.521,2055.568,0.08369399,0.00150941,0.338307,2.943036,1.449481,0.026069931,1.957617,75.09099276,0.346806,2.943148,1.449481,0.024560521,2.055568,83.69399004,151.868,0.151868,414300.386,1270908.393
2630,1271.048,0.110768284,317.58,2245.154,1320.794,11474.837,546.386,0.047616014,332.719,2245.167,1320.794,10203.789,698.236,0.06842909,0.001271048,0.31758,2.245154,1.320794,0.011474837,0.546386,47.61601407,0.332719,2.245167,1.320794,0.010203789,0.698236,68.42909041,151.895,0.151895,407924.865,1322250.997
3008,1147.264,0.075022562,395.471,2618.188,1676.328,15292.253,559.649,0.036596896,399.804,2617.733,1676.328,14144.989,711.585,0.050306508,0.001147264,0.395471,2.618188,1.676328,0.015292253,0.559649,36.59689648,0.399804,2.617733,1.676328,0.014144989,0.711585,50.30650784,151.94,0.15194,326112.9132,1237169.744
2152,1038.852,0.10082135,333.891,2447.417,1414.894,10303.889,414.54,0.040231412,346.644,2447.455,1414.894,9265.037,566.517,0.061145681,0.001038852,0.333891,2.447417,1.414894,0.010303889,0.41454,40.23141165,0.346644,2.447455,1.414894,0.009265037,0.566517,61.14568134,152.002,0.152002,364728.0758,1133312.992
750,1333.139,0.24395644,196.264,2203.833,1437.607,5464.66,403.6,0.073856379,221.964,2203.75,1437.607,4131.521,555.731,0.134510027,0.001333139,0.196264,2.203833,1.437607,0.00546466,0.4036,73.85637899,0.221964,2.20375,1.437607,0.004131521,0.555731,134.5100267,152.141,0.152141,334483.5747,1254064.444
3,895.061,0.054718846,273.206,2020.5,1394.49,16357.454,596.453,0.036463682,280.239,2020.412,1394.49,15462.393,748.673,0.048418961,0.000895061,0.273206,2.0205,1.39449,0.016357454,0.596453,36.46368194,0.280239,2.020412,1.39449,0.015462393,0.748673,48.41896076,152.177,0.152177,265717.171,1159239.399
2352,860.913,0.060456911,324.357,2605.063,1257.339,14240.109,490.374,0.034436113,332.705,2605.067,1257.339,13379.196,642.549,0.04802598,0.000860913,0.324357,2.605063,1.257339,0.014240109,0.490374,34.43611281,0.332705,2.605067,1.257339,0.013379196,0.642549,48.02598004,152.218,0.152218,402273.6858,1173461.715
3162,1264.127,0.033046924,409.106,2095.357,1451.217,38252.486,835.734,0.021847835,413.326,2095.439,1451.219,36988.359,987.944,0.026709593,0.001264127,0.409106,2.095357,1.451217,0.038252486,0.835734,21.84783494,0.413326,2.095439,1.451219,0.036988359,0.987944,26.7095926,152.219,0.152219,333474.5019,1164223.85
2025,1195.583,0.078380146,306.34,2498.375,1503.964,15253.646,459.232,0.030106376,315.536,2498.4,1503.964,14058.063,611.456,0.043495039,0.001195583,0.30634,2.498375,1.503964,0.015253646,0.459232,30.10637588,0.315536,2.4984,1.503964,0.014058063,0.611456,43.49503911,152.242,0.152242,349709.8295,1156879.584
1562,1063.432,0.046817639,326.246,2610.667,1560.849,22714.345,782.574,0.034452853,329.909,2610.609,1560.849,21650.913,934.926,0.043181828,0.001063432,0.326246,2.610667,1.560849,0.022714345,0.782574,34.45285347,0.329909,2.610609,1.560849,0.021650913,0.934926,43.18182794,152.38,0.15238,368244.2356,1207281.168
489,1115.237,0.130579002,300.584,2550.778,1600.879,8540.707,405.867,0.047521476,315.677,2550.625,1600.879,7425.47,558.312,0.075188776,0.001115237,0.300584,2.550778,1.600879,0.008540707,0.405867,47.52147568,0.315677,2.550625,1.600879,0.00742547,0.558312,75.18877593,152.466,0.152466,354659.3418,1182786.234
669,1045.682,0.066069668,266.024,2065.611,1399.569,15826.96,516.186,0.032614349,272.031,2065.471,1399.569,14781.278,668.874,0.045251432,0.001045682,0.266024,2.065611,1.399569,0.01582696,0.516186,32.61434919,0.272031,2.065471,1.399569,0.014781278,0.668874,45.25143225,152.662,0.152662,286217.2998,1150138.893
1243,1101.186,0.174688501,210.388,2050.167,1365.264,6303.712,392.489,0.062263155,215.388,2050.6,1365.264,5202.526,545.14,0.104783715,0.001101186,0.210388,2.050167,1.365264,0.006303712,0.392489,62.26315542,0.215388,2.0506,1.365264,0.005202526,0.54514,104.7837147,152.672,0.152672,352770.7764,1114540.355
1914,1256.592,0.054906976,361.185,2116.833,1416.961,22885.835,913.778,0.039927667,372.013,2116.913,1416.961,21629.243,1066.502,0.049308337,0.001256592,0.361185,2.116833,1.416961,0.022885835,0.913778,39.92766705,0.372013,2.116913,1.416961,0.021629243,1.066502,49.30833687,152.726,0.152726,323579.5673,1155010.025
2904,1391.666,0.134241689,327.342,2604,1747.277,10366.869,418.747,0.040392813,345.809,2603.3,1747.277,8975.203,571.624,0.063689256,0.001391666,0.327342,2.604,1.747277,0.010366869,0.418747,40.39281291,0.345809,2.6033,1.747277,0.008975203,0.571624,63.68925583,152.875,0.152875,316708.6585,1238127.162
659,953.579,0.170289323,214.448,2200.833,1411.41,5599.758,288.018,0.051434008,228.238,2201,1411.41,4646.179,440.912,0.094897764,0.000953579,0.214448,2.200833,1.41141,0.005599758,0.288018,51.4340084,0.228238,2.201,1.41141,0.004646179,0.440912,94.89776438,152.891,0.152891,316101.8803,1137337.158
1658,831.932,0.11344322,297.752,2590.375,1213.249,7333.466,545.774,0.074422381,313.727,2590.375,1213.249,6501.534,698.623,0.107455102,0.000831932,0.297752,2.590375,1.213249,0.007333466,0.545774,74.4223809,0.313727,2.590375,1.213249,0.006501534,0.698623,107.4551021,152.9,0.1529,428182.7095,1287298.611
2018,1037.869,0.004512565,472.784,2579.553,1478.539,229995.334,2643.786,0.011494955,473.565,2579.502,1478.487,228957.465,2796.661,0.012214762,0.001037869,0.472784,2.579553,1.478539,0.229995334,2.643786,11.49495494,0.473565,2.579502,1.478487,0.228957465,2.796661,12.21476225,152.9,0.1529,361012.1842,1154375.326
1469,870.376,0.117368526,252.296,1949.1,1109.477,7415.753,434.093,0.058536604,263.588,1948.889,1109.477,6545.377,587.046,0.089688646,0.000870376,0.252296,1.9491,1.109477,0.007415753,0.434093,58.53660444,0.263588,1.948889,1.109477,0.006545377,0.587046,89.68864589,153.009,0.153009,443758.9126,1237131.486
3176,1507.448,0.015172935,391.436,2111.885,1646.271,99351.116,1692.865,0.017039215,394.313,2111.835,1646.271,97843.668,1845.897,0.018865779,0.001507448,0.391436,2.111885,1.646271,0.099351116,1.692865,17.03921474,0.394313,2.111835,1.646271,0.097843668,1.845897,18.86577883,153.052,0.153052,351591.4757,1292161.932
601,1192.282,0.179027638,244.601,2802.167,1492.423,6659.765,324.599,0.048740308,261.56,2801.8,1492.423,5467.483,477.647,0.087361406,0.001192282,0.244601,2.802167,1.492423,0.006659765,0.324599,48.7403084,0.26156,2.8018,1.492423,0.005467483,0.477647,87.3614056,153.095,0.153095,413838.9601,1205878.229
402,906.117,0.049439178,280.287,2479.105,1169.755,18327.914,703.293,0.038372779,285.829,2476.824,1169.755,17421.797,856.414,0.049157616,0.000906117,0.280287,2.479105,1.169755,0.018327914,0.703293,38.37277936,0.285829,2.476824,1.169755,0.017421797,0.856414,49.1576156,153.167,0.153167,409616.5987,1173713.968
462,1037.581,0.126256366,257.542,2426.1,1478.952,8218.049,464.875,0.056567562,270.834,2425.625,1478.952,7180.468,618.043,0.086072802,0.001037581,0.257542,2.4261,1.478952,0.008218049,0.464875,56.56756245,0.270834,2.425625,1.478952,0.007180468,0.618043,86.07280194,153.183,0.153183,343260.9156,1231782.767
19,1452.089,0.057675808,236.685,2177.571,1377.496,25176.743,629.828,0.025016262,240.697,2177.538,1377.496,23724.654,783.033,0.033005033,0.001452089,0.236685,2.177571,1.377496,0.025176743,0.629828,25.01626203,0.240697,2.177538,1.377496,0.023724654,0.783033,33.0050335,153.205,0.153205,319226.9356,1137372.735
1874,1223.174,0.013533181,416.72,2622.093,1476.506,90383.33,2093.041,0.023157379,419.101,2621.823,1476.506,89160.156,2246.237,0.025193283,0.001223174,0.41672,2.622093,1.476506,0.09038333,2.093041,23.15737869,0.419101,2.621823,1.476506,0.089160156,2.246237,25.19328252,153.232,0.153232,383366.7447,1269762.99
2865,1251.807,0.022852777,418.802,2222.783,1632.537,54777.018,989.264,0.018059837,422.455,2223.034,1632.537,53525.211,1142.513,0.021345325,0.001251807,0.418802,2.222783,1.632537,0.054777018,0.989264,18.0598367,0.422455,2.223034,1.632537,0.053525211,1.142513,21.34532454,153.245,0.153245,314215.108,1195699.925
2347,1326.867,0.042990838,385.808,2097.032,1451.589,30863.948,722.511,0.023409546,392.765,2097.133,1451.589,29537.081,875.78,0.029650188,0.001326867,0.385808,2.097032,1.451589,0.030863948,0.722511,23.40954566,0.392765,2.097133,1.451589,0.029537081,0.87578,29.65018784,153.277,0.153277,333068.1441,1159175.787
2181,811.478,0.015580583,451.191,2618.034,1630.765,52082.648,1370.421,0.026312429,453.785,2617.86,1630.765,51271.17,1442.938,0.028143263,0.000811478,0.451191,2.618034,1.630765,0.052082648,1.370421,26.31242943,0.453785,2.61786,1.630765,0.05127117,1.442938,28.14326258,153.299,0.153299,391868.1988,1312505.661
2014,1098.487,0.235979869,279.028,1874.8,1015.352,4655.003,251.599,0.05404916,313.526,1873.5,1015.352,3556.516,404.863,0.113836969,0.001098487,0.279028,1.8748,1.015352,0.004655003,0.251599,54.04915958,0.313526,1.8735,1.015352,0.003556516,0.404863,113.8369685,153.317,0.153317,430855.4769,1146726.671
1115,1034.414,0.061945461,276.296,2592.632,1284.488,16698.786,1015.651,0.060821847,286.868,2591.353,1284.488,15664.372,1168.938,0.074623994,0.001034414,0.276296,2.592632,1.284488,0.016698786,1.015651,60.82184657,0.286868,2.591353,1.284488,0.015664372,1.168938,74.62399386,153.325,0.153325,389062.5855,1346160.656
2767,1431.361,0.045802975,230.187,2046.5,1047.334,31250.394,668.207,0.021382354,235.232,2046.206,1047.334,29819.033,821.588,0.02755247,0.001431361,0.230187,2.0465,1.047334,0.031250394,0.668207,21.38235441,0.235232,2.046206,1.047334,0.029819033,0.821588,27.55246959,153.429,0.153429,415027.9207,1350781.734
2759,1281.562,0.076876855,323.186,2462.813,1456.469,16670.323,739.697,0.044372086,324.211,2463.4,1456.469,15388.761,893.166,0.05804015,0.001281562,0.323186,2.462813,1.456469,0.016670323,0.739697,44.37208565,0.324211,2.4634,1.456469,0.015388761,0.893166,58.04015021,153.495,0.153495,363423.8741,1147286.898
2648,1245.044,0.187663257,338.475,1794,1291.311,6634.458,298.753,0.045030506,362.897,1794.2,1291.311,5389.414,452.235,0.08391172,0.001245044,0.338475,1.794,1.291311,0.006634458,0.298753,45.03050588,0.362897,1.7942,1.291311,0.005389414,0.452235,83.91172027,153.504,0.153504,357105.1814,1326692.582
1048,1216.85,0.342047772,189.717,2164.8,1133.72,3557.544,235.484,0.066192857,226.46,2166,1133.72,2340.694,388.966,0.166175502,0.00121685,0.189717,2.1648,1.13372,0.003557544,0.235484,66.19285664,0.22646,2.166,1.13372,0.002340694,0.388966,166.1755018,153.533,0.153533,425683.8046,1326569.457
73,831.039,0.109173464,317.547,2464.286,1500.633,7612.097,338.09,0.044414831,324.795,2464.8,1500.633,6781.058,491.598,0.072495767,0.000831039,0.317547,2.464286,1.500633,0.007612097,0.33809,44.41483076,0.324795,2.4648,1.500633,0.006781058,0.491598,72.49576688,153.537,0.153537,369132.1677,1211820.752
2389,1309.792,0.13530118,362.289,2870.111,1602.31,9680.566,460.737,0.047594015,381.545,2870.429,1602.31,8370.774,614.308,0.07338724,0.001309792,0.362289,2.870111,1.60231,0.009680566,0.460737,47.59401465,0.381545,2.870429,1.60231,0.008370774,0.614308,73.38723994,153.593,0.153593,357679.2296,1199621.147
1319,1211.815,0.141929907,240.231,1934.5,1137.808,8538.123,565.402,0.066220878,255.855,1933.167,1138.347,7326.308,718.964,0.098134558,0.001211815,0.240231,1.9345,1.137808,0.008538123,0.565402,66.22087782,0.255855,1.933167,1.138347,0.007326308,0.718964,98.13455836,153.603,0.153603,394844.7689,1115947.867
813,1100.799,0.175275831,249.953,2595.25,1442.405,6280.381,473.237,0.075351639,261.815,2594.571,1442.405,5179.582,626.932,0.121039111,0.001100799,0.249953,2.59525,1.442405,0.006280381,0.473237,75.3516387,0.261815,2.594571,1.442405,0.005179582,0.626932,121.0391109,153.73,0.15373,381992.472,1154435.266
1385,821.814,0.180297018,180.369,2030,1199.484,4558.112,265.801,0.058313837,188.925,2030,1199.484,3736.298,419.492,0.11227477,0.000821814,0.180369,2.03,1.199484,0.004558112,0.265801,58.31383696,0.188925,2.03,1.199484,0.003736298,0.419492,112.2747704,153.737,0.153737,410817.258,1215989.936
148,1602.207,0.01661159,345.78,2812.942,1335.427,96451.15,1366.363,0.014166373,346.285,2812.598,1335.427,94848.943,1520.078,0.016026304,0.001602207,0.34578,2.812942,1.335427,0.09645115,1.366363,14.16637334,0.346285,2.812598,1.335427,0.094848943,1.520078,16.02630406,153.757,0.153757,401021.949,1182539.628
2590,1457.346,0.083274083,391.772,2000.947,1625.052,17500.595,598.545,0.034201409,410.917,2000.471,1625.052,16043.249,752.294,0.046891624,0.001457346,0.391772,2.000947,1.625052,0.017500595,0.598545,34.20140858,0.410917,2.000471,1.625052,0.016043249,0.752294,46.89162401,153.781,0.153781,375339.357,1305875.712
2913,1406.956,0.073676937,303.835,2222.364,1626.292,19096.288,633.688,0.033183831,310.623,2222.4,1626.292,17689.332,787.499,0.044518301,0.001406956,0.303835,2.222364,1.626292,0.019096288,0.633688,33.18383133,0.310623,2.2224,1.626292,0.017689332,0.787499,44.51830063,153.809,0.153809,317639.0638,1212756.961
2137,945.339,0.072774488,322.385,3110.077,1273.047,12989.978,444.57,0.034224076,331.845,3110.077,1273.047,12044.639,598.396,0.049681522,0.000945339,0.322385,3.110077,1.273047,0.012989978,0.44457,34.22407644,0.331845,3.110077,1.273047,0.012044639,0.598396,49.68152221,153.879,0.153879,431561.3571,1302561.855
2519,901.395,0.073446158,367.938,2294,1323.024,12272.868,598.231,0.048744189,374.747,2294,1323.024,11371.473,752.077,0.066137166,0.000901395,0.367938,2.294,1.323024,0.012272868,0.598231,48.74418921,0.374747,2.294,1.323024,0.011371473,0.752077,66.13716622,153.885,0.153885,391310.6948,1256689.77
74,1026.578,0.04750939,306.156,2429.24,1433.631,21607.897,594.195,0.027498974,306.693,2429.333,1433.631,20581.319,748.096,0.036348302,0.001026578,0.306156,2.42924,1.433631,0.021607897,0.594195,27.4989741,0.306693,2.429333,1.433631,0.020581319,0.748096,36.34830207,153.933,0.153933,373717.0474,1219403.78
1913,1311.873,0.18117991,265.568,2617.444,1403.191,7240.72,635.137,0.087717382,285.522,2616.571,1403.191,5928.847,789.177,0.133108006,0.001311873,0.265568,2.617444,1.403191,0.00724072,0.635137,87.7173817,0.285522,2.616571,1.403191,0.005928847,0.789177,133.1080057,154.072,0.154072,375176.1711,1153940.821
3039,1176.672,0.070712476,364.48,2283.105,1718.107,16640.232,524.125,0.031497457,372.044,2283.111,1718.107,15463.56,678.212,0.043858723,0.001176672,0.36448,2.283105,1.718107,0.016640232,0.524125,31.49745749,0.372044,2.283111,1.718107,0.01546356,0.678212,43.85872335,154.077,0.154077,307120.0133,1199439.633
409,1204.864,0.065785234,329.471,2015.571,1489.565,18315.113,754.238,0.041181182,337.083,2015.571,1489.565,17110.249,908.471,0.053095136,0.001204864,0.329471,2.015571,1.489565,0.018315113,0.754238,41.1811819,0.337083,2.015571,1.489565,0.017110249,0.908471,53.09513614,154.201,0.154201,278251.784,1163734.816
2024,1079.659,0.083576957,354.041,2384.385,1539.399,12918.142,413.168,0.031983547,361.701,2383.818,1539.399,11838.483,567.375,0.047926326,0.001079659,0.354041,2.384385,1.539399,0.012918142,0.413168,31.98354686,0.361701,2.383818,1.539399,0.011838483,0.567375,47.92632637,154.22,0.15422,340415.0464,1156723.874
2079,1252.57,0.027828532,408.628,2152.896,1308.714,45010.28,888.649,0.019743245,414.176,2153.37,1308.714,43757.71,1042.845,0.023832257,0.00125257,0.408628,2.152896,1.308714,0.04501028,0.888649,19.74324532,0.414176,2.15337,1.308714,0.04375771,1.042845,23.83225722,154.235,0.154235,389559.9051,1321908.717
1000,1259.306,0.139849437,247.619,2180.889,1405.136,9004.727,704.145,0.078197262,257.457,2181.286,1405.136,7745.421,858.454,0.110833743,0.001259306,0.247619,2.180889,1.405136,0.009004727,0.704145,78.19726239,0.257457,2.181286,1.405136,0.007745421,0.858454,110.8337429,154.346,0.154346,385990.6672,1325356.107
2341,1113.074,0.077352214,257.508,2361.667,1362.865,14389.685,585.418,0.04068317,264.265,2361.385,1362.865,13276.611,739.77,0.055719792,0.001113074,0.257508,2.361667,1.362865,0.014389685,0.585418,40.68316992,0.264265,2.361385,1.362865,0.013276611,0.73977,55.71979175,154.381,0.154381,369722.3595,1113784.069
473,926.834,0.046355273,301.344,1673.696,1453.228,19994.144,590.475,0.029532397,302.791,1673.696,1453.228,19067.31,744.917,0.039067755,0.000926834,0.301344,1.673696,1.453228,0.019994144,0.590475,29.53239709,0.302791,1.673696,1.453228,0.01906731,0.744917,39.06775523,154.456,0.154456,340841.1115,1270927.609
2498,1140.357,0.131446696,270.331,2220.111,1227.14,8675.433,395.002,0.045531099,288.178,2220.375,1227.14,7535.076,549.466,0.072921096,0.001140357,0.270331,2.220111,1.22714,0.008675433,0.395002,45.53109914,0.288178,2.220375,1.22714,0.007535076,0.549466,72.92109595,154.49,0.15449,363111.922,1253337.755
2262,1183.911,0.128251999,376.587,2887.5,1657.159,9231.131,356.021,0.03856743,382.8,2887.25,1657.159,8047.22,510.576,0.063447501,0.001183911,0.376587,2.8875,1.657159,0.009231131,0.356021,38.56743014,0.3828,2.88725,1.657159,0.00804722,0.510576,63.44750112,154.586,0.154586,373119.7717,1196191.081
3172,883.918,0.009773892,443.508,1919.887,1538.051,90436.647,1231.669,0.013619136,445.291,1919.813,1538.051,89552.729,1386.306,0.015480332,0.000883918,0.443508,1.919887,1.538051,0.090436647,1.231669,13.61913606,0.445291,1.919813,1.538051,0.089552729,1.386306,15.48033226,154.653,0.154653,343951.6879,1304851.386
62,1674.061,0.030455521,484.941,2433.783,1504.266,54967.407,1024.892,0.018645449,492.252,2433.456,1504.266,53293.346,1179.564,0.02213342,0.001674061,0.484941,2.433783,1.504266,0.054967407,1.024892,18.64544929,0.492252,2.433456,1.504266,0.053293346,1.179564,22.13341981,154.686,0.154686,344348.1404,1162534.94
864,796.875,0.039431954,299.406,2240.762,1657.749,20208.864,837.554,0.041444883,304.856,2240.65,1657.749,19411.989,992.289,0.051117328,0.000796875,0.299406,2.240762,1.657749,0.020208864,0.837554,41.4448828,0.304856,2.24065,1.657749,0.019411989,0.992289,51.11732754,154.736,0.154736,321842.2117,1249025.089
2504,1276.643,0.029403278,418.543,2289.979,1429.052,43418.391,976.494,0.022490331,423.171,2289.957,1429.052,42141.748,1131.37,0.026846774,0.001276643,0.418543,2.289979,1.429052,0.043418391,0.976494,22.49033134,0.423171,2.289957,1.429052,0.042141748,1.13137,26.84677437,154.913,0.154913,387322.8843,1254739.784
1008,907.629,0.139404506,281.122,2622.143,1120.993,6510.758,509.009,0.078179684,299.091,2622.5,1122.431,5603.129,663.906,0.118488437,0.000907629,0.281122,2.622143,1.120993,0.006510758,0.509009,78.17968353,0.299091,2.6225,1.122431,0.005603129,0.663906,118.4884374,154.944,0.154944,411652.0569,1339844.289
192,1005.787,0.032802724,429.999,2682,1414.333,30661.691,741.343,0.024178151,435.534,2681.971,1414.333,29655.904,896.254,0.030221773,0.001005787,0.429999,2.682,1.414333,0.030661691,0.741343,24.17815117,0.435534,2.681971,1.414333,0.029655904,0.896254,30.22177304,154.957,0.154957,408720.6623,1210168.012
2306,1286.486,0.052615742,318.377,2481.692,1496.947,24450.591,658.462,0.02693031,326.091,2481.32,1496.947,23164.105,813.419,0.035115494,0.001286486,0.318377,2.481692,1.496947,0.024450591,0.658462,26.93031019,0.326091,2.48132,1.496947,0.023164105,0.813419,35.11549443,154.989,0.154989,376156.9183,1212478.835
3104,1002.207,0.025615414,373.144,2002.39,1781.227,39125.154,1010.476,0.025826761,376.027,2002.39,1781.227,38122.947,1165.58,0.030574237,0.001002207,0.373144,2.00239,1.781227,0.039125154,1.010476,25.82676096,0.376027,2.00239,1.781227,0.038122947,1.16558,30.57423656,155.072,0.155072,277670.1053,1250823.506
