,lat_dd_mod,household_id2,dist_market,lon_dd_mod,tsfirewood,hh_education,car_num,car,bicycle_num,bicycle,motorcycle_num,motorcycle,kerosene_num,kerosene,electric_num,electric,mobile_num,mobile,tv_num,tv,iddir,total_cons_ann,ess_id
86,10.79277637,3.07051E+16,16,37.14454149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10206.55566,16
87,10.79277637,3.07051E+16,16,37.14454149,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,14211.64648,16
88,10.79277637,3.07051E+16,16,37.14454149,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17263.64648,16
89,10.79277637,3.07051E+16,16,37.14454149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6917,16
90,10.79277637,3.07051E+16,16,37.14454149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14186.70508,16
91,10.79277637,3.07051E+16,16,37.14454149,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,15376.70508,16
92,10.79277637,3.07051E+16,15,37.14454149,60,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,13302.26465,16
93,10.79277637,3.07051E+16,16,37.14454149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7029.364258,16
94,10.79277637,3.07051E+16,16,37.14454149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6173.763184,16
95,10.79277637,3.07051E+16,14,37.14454149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14919.83594,16
96,10.79277637,3.07051E+16,15,37.14454149,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21317.06641,16
97,10.79277637,3.07051E+16,15,37.14454149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9315.703125,16
98,10.86365179,3.0604E+16,84,38.24878324,0,13,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,9729.708008,32
99,10.86365179,3.0604E+16,84,38.24878324,0,13,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,15888,32
100,10.86365179,3.0604E+16,84,38.24878324,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6051.496094,32
101,10.86365179,3.0604E+16,84,38.24878324,0,13,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,26563,32
102,10.86365179,3.0604E+16,84,38.24878324,0,11,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,16929.81641,32
103,10.86365179,3.0604E+16,84,38.24878324,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,10465.7998,32
104,10.86365179,3.0604E+16,84,38.24878324,0,13,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,45035,32
105,10.86365179,3.0604E+16,85,38.24878324,0,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5129.312988,32
106,10.86365179,3.0604E+16,84,38.24878324,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,12672,32
107,10.86365179,3.0604E+16,84,38.24878324,0,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19092,32
108,10.86365179,3.0604E+16,84,38.24878324,0,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8458.34375,32
109,10.86365179,3.0604E+16,84,38.24878324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7720,32
110,10.90704598,3.06021E+16,71,38.0365175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4018,14
111,10.90704598,3.06021E+16,71,38.0365175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16191.38281,14
112,10.90704598,3.06021E+16,71,38.0365175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17389.14844,14
113,10.90704598,3.06021E+16,71,38.0365175,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6805.428711,14
114,10.90704598,3.06021E+16,71,38.0365175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36364.76953,14
115,10.90704598,3.06021E+16,70,38.0365175,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7685,14
116,10.90704598,3.06021E+16,70,38.0365175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7583.096191,14
117,10.90704598,3.06021E+16,70,38.0365175,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,11039.14258,14
118,10.90704598,3.06021E+16,70,38.0365175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7488.852539,14
119,10.90704598,3.06021E+16,70,38.0365175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37936.125,14
120,10.90704598,3.06021E+16,69,38.0365175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8896.428711,14
121,10.90704598,3.06021E+16,70,38.0365175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40741.24219,14
122,10.95519454,3.06041E+16,88,38.28469651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19815,3
123,10.95519454,3.06041E+16,85,38.28469651,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,10439.58008,3
124,10.95519454,3.06041E+16,88,38.28469651,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,14538.43945,3
125,10.95519454,3.06041E+16,88,38.28469651,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,15856.28613,3
126,10.95519454,3.06041E+16,88,38.28469651,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11025.40039,3
127,10.95519454,3.06041E+16,87,38.28469651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13719,3
128,10.95519454,3.06041E+16,87,38.28469651,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,9609.359375,3
129,10.95519454,3.06041E+16,90,38.28469651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19101.17578,3
130,10.95519454,3.06041E+16,89,38.28469651,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10154,3
131,10.95519454,3.06041E+16,89,38.28469651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10378,3
132,10.95519454,3.06041E+16,89,38.28469651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10290,3
133,10.95519454,3.06041E+16,89,38.28469651,80,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,25945,3
134,10.96861006,3.0705E+16,33,37.1784774,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,17840,36
135,10.96861006,3.0705E+16,33,37.1784774,0,5,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,15950,36
136,10.96861006,3.0705E+16,33,37.1784774,0,10,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,15026,36
137,10.96861006,3.0705E+16,33,37.1784774,0,8,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,11318,36
138,10.96861006,3.0705E+16,33,37.1784774,0,11,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,26776,36
139,10.96861006,3.0705E+16,34,37.1784774,0,13,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,52681,36
140,10.96861006,3.0705E+16,34,37.1784774,0,7,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,12521,36
141,10.96861006,3.0705E+16,33,37.1784774,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,18984,36
142,10.96861006,3.0705E+16,33,37.1784774,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,11921,36
143,10.96861006,3.0705E+16,34,37.1784774,0,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5548,36
144,11.06366245,3.09051E+16,40,37.07037898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10129.23828,13
145,11.06366245,3.09051E+16,41,37.07037898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10596.26758,13
146,11.06366245,3.09051E+16,39,37.07037898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5274.959961,13
147,11.06366245,3.09051E+16,41,37.07037898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15084.17871,13
